1.906151294708251953e+00 1.394243750000000000e+06
3.361293315887451172e+00 1.361971375000000000e+06
4.921513795852661133e+00 1.327510125000000000e+06
6.763991594314575195e+00 1.301515000000000000e+06
8.502172946929931641e+00 1.280645750000000000e+06
1.004650926589965820e+01 1.264198750000000000e+06
1.168596839904785156e+01 1.252513750000000000e+06
1.351536369323730469e+01 1.242849250000000000e+06
1.539803957939147949e+01 1.231633000000000000e+06
1.697351408004760742e+01 1.222687625000000000e+06
1.862475728988647461e+01 1.216306000000000000e+06
2.026930403709411621e+01 1.207014000000000000e+06
2.199401116371154785e+01 1.201575875000000000e+06
2.350304555892944336e+01 1.193501125000000000e+06
2.513757848739624023e+01 1.190483250000000000e+06
2.697657680511474609e+01 1.182649750000000000e+06
2.868235206604003906e+01 1.175669125000000000e+06
3.016791725158691406e+01 1.170033875000000000e+06
3.178084492683410645e+01 1.165426250000000000e+06
3.352683877944946289e+01 1.158448750000000000e+06
3.519723606109619141e+01 1.153771000000000000e+06
3.668731069564819336e+01 1.148937500000000000e+06
3.823918581008911133e+01 1.142927875000000000e+06
3.996431183815002441e+01 1.136431250000000000e+06
4.159466814994812012e+01 1.131789375000000000e+06
4.320371127128601074e+01 1.125400125000000000e+06
4.478589391708374023e+01 1.121184750000000000e+06
4.661112213134765625e+01 1.114289125000000000e+06
4.827370309829711914e+01 1.109591500000000000e+06
4.980934405326843262e+01 1.103251750000000000e+06
5.151759147644042969e+01 1.097777000000000000e+06
5.326548814773559570e+01 1.091173875000000000e+06
5.497341275215148926e+01 1.085707750000000000e+06
5.652344918251037598e+01 1.079475375000000000e+06
5.812925219535827637e+01 1.073575875000000000e+06
5.990113830566406250e+01 1.067110250000000000e+06
6.159512662887573242e+01 1.060913000000000000e+06
6.321328020095825195e+01 1.054234625000000000e+06
6.480348682403564453e+01 1.047198687500000000e+06
6.662190175056457520e+01 1.039977875000000000e+06
6.845250558853149414e+01 1.032682062500000000e+06
7.010444402694702148e+01 1.025171062500000000e+06
7.169625449180603027e+01 1.017564562500000000e+06
7.343793964385986328e+01 1.009269125000000000e+06
7.514498257637023926e+01 1.000794125000000000e+06
7.688770484924316406e+01 9.921130000000000000e+05
7.845772266387939453e+01 9.829126250000000000e+05
8.000808024406433105e+01 9.734824375000000000e+05
8.187628054618835449e+01 9.637181875000000000e+05
8.358497810363769531e+01 9.535585000000000000e+05
8.521592879295349121e+01 9.432548750000000000e+05
8.686055874824523926e+01 9.327731875000000000e+05
8.851168799400329590e+01 9.222238125000000000e+05
9.025271749496459961e+01 9.117003750000000000e+05
9.177786755561828613e+01 9.013730000000000000e+05
9.338747549057006836e+01 8.912850625000000000e+05
9.516084504127502441e+01 8.816791875000000000e+05
9.687743949890136719e+01 8.725284375000000000e+05
9.846909046173095703e+01 8.640192500000000000e+05
1.000698044300079346e+02 8.561488125000000000e+05
1.017800059318542480e+02 8.489682500000000000e+05
1.035130858421325684e+02 8.424041250000000000e+05
1.048678479194641113e+02 8.364673750000000000e+05
1.064919185638427734e+02 8.310551250000000000e+05
1.082971546649932861e+02 8.261515625000000000e+05
1.098848433494567871e+02 8.216566250000000000e+05
1.114271209239959717e+02 8.175646250000000000e+05
1.130811693668365479e+02 8.137811875000000000e+05
1.148904819488525391e+02 8.103359375000000000e+05
