1.848173379898071289e+00 1.394252125000000000e+06
3.615313053131103516e+00 1.393966625000000000e+06
5.266231298446655273e+00 1.393558750000000000e+06
6.706653118133544922e+00 1.393171625000000000e+06
8.426527976989746094e+00 1.392781375000000000e+06
1.019165706634521484e+01 1.392374000000000000e+06
1.167043590545654297e+01 1.391958625000000000e+06
1.319876027107238770e+01 1.391543625000000000e+06
1.497117352485656738e+01 1.391141875000000000e+06
1.664528822898864746e+01 1.390754625000000000e+06
1.809779071807861328e+01 1.390380500000000000e+06
1.972487139701843262e+01 1.390025625000000000e+06
2.153914475440979004e+01 1.389685625000000000e+06
2.320691180229187012e+01 1.389360125000000000e+06
2.468755292892456055e+01 1.389047000000000000e+06
2.633372950553894043e+01 1.388746750000000000e+06
2.822112798690795898e+01 1.388458125000000000e+06
2.977404236793518066e+01 1.388180125000000000e+06
3.121730804443359375e+01 1.387911250000000000e+06
3.297168040275573730e+01 1.387649500000000000e+06
3.473672127723693848e+01 1.387396000000000000e+06
3.627711081504821777e+01 1.387148375000000000e+06
3.782450723648071289e+01 1.386906000000000000e+06
3.968329930305480957e+01 1.386668875000000000e+06
4.148058366775512695e+01 1.386436375000000000e+06
4.316214656829833984e+01 1.386207750000000000e+06
4.471279811859130859e+01 1.385983250000000000e+06
4.635161042213439941e+01 1.385762875000000000e+06
4.816581630706787109e+01 1.385545750000000000e+06
4.967356061935424805e+01 1.385332125000000000e+06
5.120681357383728027e+01 1.385122250000000000e+06
5.295585942268371582e+01 1.384914125000000000e+06
5.472368168830871582e+01 1.384709625000000000e+06
5.644077181816101074e+01 1.384507750000000000e+06
5.801017975807189941e+01 1.384308375000000000e+06
5.959577393531799316e+01 1.384111125000000000e+06
6.145636725425720215e+01 1.383916875000000000e+06
6.311102128028869629e+01 1.383724500000000000e+06
6.462668824195861816e+01 1.383534500000000000e+06
6.626586127281188965e+01 1.383346000000000000e+06
6.811305856704711914e+01 1.383160125000000000e+06
6.970991683006286621e+01 1.382974875000000000e+06
7.119354796409606934e+01 1.382791750000000000e+06
7.283931756019592285e+01 1.382609500000000000e+06
7.459972119331359863e+01 1.382429250000000000e+06
7.627943587303161621e+01 1.382250375000000000e+06
7.778947734832763672e+01 1.382073125000000000e+06
7.940205526351928711e+01 1.381896375000000000e+06
8.122347259521484375e+01 1.381721250000000000e+06
8.289825606346130371e+01 1.381547000000000000e+06
8.442140555381774902e+01 1.381374250000000000e+06
8.603797054290771484e+01 1.381202250000000000e+06
8.786548614501953125e+01 1.381031125000000000e+06
8.949535942077636719e+01 1.380860375000000000e+06
9.108266520500183105e+01 1.380690500000000000e+06
9.267306208610534668e+01 1.380521375000000000e+06
9.449160575866699219e+01 1.380353625000000000e+06
9.616061806678771973e+01 1.380186000000000000e+06
9.777209901809692383e+01 1.380019250000000000e+06
9.941842198371887207e+01 1.379853625000000000e+06
1.012100470066070557e+02 1.379688375000000000e+06
1.029391574859619141e+02 1.379524250000000000e+06
1.046262013912200928e+02 1.379360250000000000e+06
1.062190709114074707e+02 1.379198000000000000e+06
1.079341294765472412e+02 1.379035750000000000e+06
1.096877121925354004e+02 1.378873875000000000e+06
1.113126852512359619e+02 1.378713125000000000e+06
1.128421251773834229e+02 1.378553125000000000e+06
1.145776963233947754e+02 1.378393625000000000e+06
1.164041457176208496e+02 1.378235000000000000e+06
1.179356334209442139e+02 1.378076750000000000e+06
1.196521914005279541e+02 1.377919000000000000e+06
1.213343172073364258e+02 1.377761500000000000e+06
1.231423959732055664e+02 1.377604625000000000e+06
1.248928227424621582e+02 1.377448750000000000e+06
1.265980377197265625e+02 1.377292625000000000e+06
1.282602794170379639e+02 1.377137250000000000e+06
1.298056850433349609e+02 1.376982375000000000e+06
1.317113351821899414e+02 1.376827375000000000e+06
1.334280500411987305e+02 1.376672500000000000e+06
1.349300055503845215e+02 1.376518125000000000e+06
1.365153503417968750e+02 1.376364500000000000e+06
1.383274607658386230e+02 1.376211500000000000e+06
1.400231051445007324e+02 1.376058125000000000e+06
1.415032362937927246e+02 1.375905750000000000e+06
1.431311790943145752e+02 1.375752875000000000e+06
1.449485561847686768e+02 1.375601125000000000e+06
1.465665218830108643e+02 1.375449000000000000e+06
1.481589288711547852e+02 1.375297875000000000e+06
1.498409028053283691e+02 1.375146625000000000e+06
1.516115906238555908e+02 1.374995375000000000e+06
1.527103037834167480e+02 1.374844250000000000e+06
1.536611075401306152e+02 1.374693625000000000e+06
1.546092407703399658e+02 1.374542750000000000e+06
1.555560934543609619e+02 1.374392375000000000e+06
1.565209233760833740e+02 1.374241750000000000e+06
1.577587461471557617e+02 1.374091375000000000e+06
1.587017087936401367e+02 1.373941375000000000e+06
1.596259999275207520e+02 1.373791250000000000e+06
1.609159414768218994e+02 1.373641250000000000e+06
1.624813303947448730e+02 1.373491500000000000e+06
1.636096649169921875e+02 1.373342125000000000e+06
1.652758467197418213e+02 1.373192875000000000e+06
1.669668228626251221e+02 1.373043500000000000e+06
1.684748620986938477e+02 1.372895125000000000e+06
1.701074295043945312e+02 1.372746000000000000e+06
1.718762423992156982e+02 1.372597125000000000e+06
1.733804759979248047e+02 1.372448625000000000e+06
1.749870810508728027e+02 1.372300250000000000e+06
1.768362588882446289e+02 1.372152000000000000e+06
1.783597607612609863e+02 1.372004125000000000e+06
1.799591290950775146e+02 1.371856250000000000e+06
1.817514646053314209e+02 1.371708250000000000e+06
1.834137854576110840e+02 1.371560750000000000e+06
1.849756112098693848e+02 1.371413375000000000e+06
1.867006673812866211e+02 1.371266500000000000e+06
1.885367295742034912e+02 1.371119500000000000e+06
1.901517004966735840e+02 1.370972250000000000e+06
1.916921567916870117e+02 1.370825375000000000e+06
1.934666705131530762e+02 1.370678625000000000e+06
1.951937520503997803e+02 1.370532000000000000e+06
1.967567868232727051e+02 1.370385000000000000e+06
1.983164792060852051e+02 1.370238000000000000e+06
2.001085095405578613e+02 1.370091750000000000e+06
2.016307008266448975e+02 1.369945000000000000e+06
2.032250218391418457e+02 1.369798500000000000e+06
2.050836930274963379e+02 1.369652250000000000e+06
2.067432827949523926e+02 1.369505375000000000e+06
2.082558193206787109e+02 1.369358500000000000e+06
2.099586694240570068e+02 1.369212375000000000e+06
2.117217581272125244e+02 1.369066125000000000e+06
2.132183432579040527e+02 1.368920000000000000e+06
2.148450012207031250e+02 1.368774500000000000e+06
2.168120160102844238e+02 1.368628500000000000e+06
2.184422018527984619e+02 1.368482750000000000e+06
2.198961772918701172e+02 1.368337000000000000e+06
2.216959457397460938e+02 1.368191250000000000e+06
2.234094147682189941e+02 1.368045375000000000e+06
2.249671134948730469e+02 1.367899625000000000e+06
2.267080869674682617e+02 1.367753750000000000e+06
2.284996776580810547e+02 1.367608125000000000e+06
2.301135218143463135e+02 1.367463125000000000e+06
2.315267462730407715e+02 1.367317375000000000e+06
2.333100647926330566e+02 1.367171875000000000e+06
2.349947569370269775e+02 1.367026625000000000e+06
2.365385980606079102e+02 1.366881250000000000e+06
2.382570052146911621e+02 1.366736125000000000e+06
2.400361454486846924e+02 1.366590875000000000e+06
2.416603140830993652e+02 1.366445750000000000e+06
2.432617356777191162e+02 1.366300375000000000e+06
2.451064977645874023e+02 1.366155000000000000e+06
2.467752659320831299e+02 1.366009625000000000e+06
2.484082486629486084e+02 1.365864375000000000e+06
2.501734766960144043e+02 1.365719625000000000e+06
2.520305902957916260e+02 1.365574125000000000e+06
2.536149528026580811e+02 1.365429000000000000e+06
2.552295260429382324e+02 1.365283750000000000e+06
2.569028351306915283e+02 1.365138375000000000e+06
2.586496112346649170e+02 1.364993750000000000e+06
2.601355652809143066e+02 1.364848625000000000e+06
2.618142096996307373e+02 1.364703875000000000e+06
2.636165030002593994e+02 1.364558750000000000e+06
2.650915131568908691e+02 1.364413250000000000e+06
2.668733777999877930e+02 1.364268125000000000e+06
2.686640944480895996e+02 1.364122875000000000e+06
2.702803351879119873e+02 1.363977500000000000e+06
2.718705170154571533e+02 1.363832125000000000e+06
2.736080455780029297e+02 1.363686375000000000e+06
2.754830300807952881e+02 1.363540750000000000e+06
